TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server2_test_0_104,0,req_1525143,ChatGPT
task_Server2_test_0_104,1,req_4168413,ChatGPT
task_Server2_test_0_104,2,req_4729921,ChatGPT
task_Server2_test_0_104,3,req_2868237,GPT-4
task_Server2_test_0_104,4,req_4506383,GPT-4v
task_Server2_test_0_105,0,req_4003767,ChatGPT
task_Server2_test_0_105,1,req_2759336,ChatGPT
task_Server2_test_0_105,2,req_3138428,ChatGPT
task_Server2_test_0_105,3,req_3928830,ChatGPT
task_Server2_test_0_105,4,req_5274565,GPT-4
task_Server2_test_0_106,0,req_3629962,ChatGPT
task_Server2_test_0_106,1,req_5280142,ChatGPT
task_Server2_test_0_106,2,req_2735096,GPT-4
task_Server2_test_0_106,3,req_3785658,ChatGPT
task_Server2_test_0_106,4,req_2920868,ChatGPT
task_Server2_test_0_107,0,req_2782334,GPT-4
task_Server2_test_0_107,1,req_5224555,GPT-4v
task_Server2_test_0_107,2,req_3686758,ChatGPT
task_Server2_test_0_107,3,req_4990507,ChatGPT
task_Server2_test_0_107,4,req_2419196,ChatGPT
task_Server2_test_0_108,0,req_3495364,GPT-4
task_Server2_test_0_108,1,req_2933871,GPT-4v
task_Server2_test_0_108,2,req_3257431,ChatGPT
task_Server2_test_0_108,3,req_2814670,GPT-4v
task_Server2_test_0_108,4,req_1545600,GPT-4v
task_Server2_test_0_109,0,req_3937063,ChatGPT
task_Server2_test_0_109,1,req_1567437,ChatGPT
task_Server2_test_0_109,2,req_3360503,GPT-4
task_Server2_test_0_109,3,req_5141639,ChatGPT
task_Server2_test_0_109,4,req_2011657,GPT-4v
task_Server2_test_0_110,0,req_2855579,ChatGPT
task_Server2_test_0_110,1,req_2819941,ChatGPT
task_Server2_test_0_110,2,req_2240988,ChatGPT
task_Server2_test_0_110,3,req_3654293,GPT-4
task_Server2_test_0_110,4,req_4253848,GPT-4v
task_Server2_test_0_111,0,req_3764872,ChatGPT
task_Server2_test_0_111,1,req_5175872,ChatGPT
task_Server2_test_0_111,2,req_1954284,ChatGPT
task_Server2_test_0_111,3,req_2353314,ChatGPT
task_Server2_test_0_111,4,req_4219831,GPT-4
task_Server2_test_0_112,0,req_1819999,ChatGPT
task_Server2_test_0_112,1,req_3525233,GPT-4
task_Server2_test_0_112,2,req_3748811,ChatGPT
task_Server2_test_0_112,3,req_4861820,ChatGPT
task_Server2_test_0_112,4,req_2689357,ChatGPT
task_Server2_test_0_113,0,req_4763522,ChatGPT
task_Server2_test_0_113,1,req_1562111,ChatGPT
task_Server2_test_0_113,2,req_4486672,ChatGPT
task_Server2_test_0_113,3,req_3510236,ChatGPT
task_Server2_test_0_113,4,req_3481138,GPT-4
task_Server2_test_0_114,0,req_2577199,ChatGPT
task_Server2_test_0_114,1,req_4744119,ChatGPT
task_Server2_test_0_114,2,req_4805317,GPT-4
task_Server2_test_0_114,3,req_3315159,GPT-4v
task_Server2_test_0_114,4,req_3038163,ChatGPT
task_Server2_test_0_115,0,req_4151912,ChatGPT
task_Server2_test_0_115,1,req_1727528,ChatGPT
task_Server2_test_0_115,2,req_3594873,ChatGPT
task_Server2_test_0_115,3,req_2864415,GPT-4
task_Server2_test_0_115,4,req_1682762,GPT-4v
task_Server2_test_0_116,0,req_2485770,ChatGPT
task_Server2_test_0_116,1,req_3552741,ChatGPT
task_Server2_test_0_116,2,req_4975598,GPT-4
task_Server2_test_0_116,3,req_2112107,GPT-4v
task_Server2_test_0_116,4,req_4705336,ChatGPT
task_Server2_test_0_117,0,req_4103284,ChatGPT
task_Server2_test_0_117,1,req_2754032,ChatGPT
task_Server2_test_0_117,2,req_2814755,ChatGPT
task_Server2_test_0_117,3,req_3418288,GPT-4
task_Server2_test_0_117,4,req_3429394,GPT-4v
task_Server2_test_0_118,0,req_1943761,GPT-4
task_Server2_test_0_118,1,req_3600415,ChatGPT
task_Server2_test_0_118,2,req_4317960,ChatGPT
task_Server2_test_0_118,3,req_2504553,GPT-4v
task_Server2_test_0_118,4,req_1582761,ChatGPT
task_Server2_test_0_119,0,req_3587891,ChatGPT
task_Server2_test_0_119,1,req_3150108,ChatGPT
task_Server2_test_0_119,2,req_5143095,ChatGPT
task_Server2_test_0_119,3,req_4940725,GPT-4
task_Server2_test_0_119,4,req_3831289,ChatGPT
task_Server2_test_0_120,0,req_1719443,ChatGPT
task_Server2_test_0_120,1,req_1919640,GPT-4
task_Server2_test_0_120,2,req_2687647,GPT-4v
task_Server2_test_0_120,3,req_2752006,ChatGPT
task_Server2_test_0_120,4,req_4472183,GPT-4v
task_Server2_test_0_121,0,req_2118511,ChatGPT
task_Server2_test_0_121,1,req_3242506,ChatGPT
task_Server2_test_0_121,2,req_4591663,ChatGPT
task_Server2_test_0_121,3,req_2673942,GPT-4
task_Server2_test_0_121,4,req_4604274,ChatGPT
task_Server2_test_0_122,0,req_2021363,ChatGPT
task_Server2_test_0_122,1,req_4100204,ChatGPT
task_Server2_test_0_122,2,req_2948665,GPT-4
task_Server2_test_0_122,3,req_4573867,ChatGPT
task_Server2_test_0_122,4,req_3623724,ChatGPT
task_Server2_test_0_123,0,req_4900013,ChatGPT
task_Server2_test_0_123,1,req_3745239,ChatGPT
task_Server2_test_0_123,2,req_4368061,ChatGPT
task_Server2_test_0_123,3,req_2752986,ChatGPT
task_Server2_test_0_123,4,req_5255870,GPT-4
task_Server2_test_0_124,0,req_2962646,ChatGPT
task_Server2_test_0_124,1,req_4642975,ChatGPT
task_Server2_test_0_124,2,req_5239564,GPT-4
task_Server2_test_0_124,3,req_4758749,ChatGPT
task_Server2_test_0_124,4,req_5242880,ChatGPT
task_Server2_test_0_125,0,req_2457034,ChatGPT
task_Server2_test_0_125,1,req_1592986,ChatGPT
task_Server2_test_0_125,2,req_4428859,ChatGPT
task_Server2_test_0_125,3,req_4320958,GPT-4
task_Server2_test_0_125,4,req_1485892,ChatGPT
task_Server2_test_0_126,0,req_3194130,ChatGPT
task_Server2_test_0_126,1,req_2689254,GPT-4
task_Server2_test_0_126,2,req_1450467,GPT-4v
task_Server2_test_0_126,3,req_2002266,GPT-4v
task_Server2_test_0_126,4,req_3220188,ChatGPT
task_Server2_test_0_127,0,req_3453110,ChatGPT
task_Server2_test_0_127,1,req_4449801,ChatGPT
task_Server2_test_0_127,2,req_3593765,GPT-4
task_Server2_test_0_127,3,req_1673139,ChatGPT
task_Server2_test_0_127,4,req_2934761,GPT-4v
task_Server2_test_0_128,0,req_4237666,ChatGPT
task_Server2_test_0_128,1,req_4898758,ChatGPT
task_Server2_test_0_128,2,req_2995774,ChatGPT
task_Server2_test_0_128,3,req_4717824,ChatGPT
task_Server2_test_0_128,4,req_1674269,GPT-4
task_Server2_test_0_129,0,req_3640856,GPT-4
task_Server2_test_0_129,1,req_1832892,ChatGPT
task_Server2_test_0_129,2,req_4071354,GPT-4v
task_Server2_test_0_129,3,req_3621351,GPT-4v
task_Server2_test_0_129,4,req_2973141,GPT-4v
task_Server2_test_0_130,0,req_3586721,ChatGPT
task_Server2_test_0_130,1,req_2654459,ChatGPT
task_Server2_test_0_130,2,req_2843497,GPT-4
task_Server2_test_0_130,3,req_1609372,GPT-4v
task_Server2_test_0_130,4,req_1677954,GPT-4v
task_Server2_test_0_131,0,req_5255613,GPT-4
task_Server2_test_0_131,1,req_2626623,GPT-4v
task_Server2_test_0_131,2,req_3772777,GPT-4v
task_Server2_test_0_131,3,req_3641511,GPT-4v
task_Server2_test_0_131,4,req_4509055,ChatGPT
task_Server2_test_0_132,0,req_4872972,ChatGPT
task_Server2_test_0_132,1,req_4323203,ChatGPT
task_Server2_test_0_132,2,req_2692596,GPT-4
task_Server2_test_0_132,3,req_3869503,ChatGPT
task_Server2_test_0_132,4,req_2981850,ChatGPT
task_Server2_test_0_133,0,req_3523652,GPT-4
task_Server2_test_0_133,1,req_2648109,GPT-4v
task_Server2_test_0_133,2,req_4561919,ChatGPT
task_Server2_test_0_133,3,req_5275325,GPT-4v
task_Server2_test_0_133,4,req_3356683,ChatGPT
task_Server2_test_0_134,0,req_2996993,ChatGPT
task_Server2_test_0_134,1,req_3213807,ChatGPT
task_Server2_test_0_134,2,req_4975447,ChatGPT
task_Server2_test_0_134,3,req_2680973,GPT-4
task_Server2_test_0_134,4,req_2140727,GPT-4v
task_Server2_test_0_135,0,req_2124059,GPT-4
task_Server2_test_0_135,1,req_4699991,GPT-4v
task_Server2_test_0_135,2,req_2142386,ChatGPT
task_Server2_test_0_135,3,req_4208836,ChatGPT
task_Server2_test_0_135,4,req_1447573,GPT-4v
task_Server2_test_0_136,0,req_2312942,ChatGPT
task_Server2_test_0_136,1,req_2234546,ChatGPT
task_Server2_test_0_136,2,req_2585326,GPT-4
task_Server2_test_0_136,3,req_5080374,GPT-4v
task_Server2_test_0_136,4,req_4005770,ChatGPT
task_Server2_test_0_137,0,req_4270974,ChatGPT
task_Server2_test_0_137,1,req_3352096,ChatGPT
task_Server2_test_0_137,2,req_2144132,ChatGPT
task_Server2_test_0_137,3,req_2765537,ChatGPT
task_Server2_test_0_137,4,req_5269931,GPT-4
task_Server2_test_0_138,0,req_2603323,ChatGPT
task_Server2_test_0_138,1,req_3142533,ChatGPT
task_Server2_test_0_138,2,req_2060231,ChatGPT
task_Server2_test_0_138,3,req_3569134,GPT-4
task_Server2_test_0_138,4,req_3536147,GPT-4v
task_Server2_test_0_139,0,req_2405713,ChatGPT
task_Server2_test_0_139,1,req_1546380,ChatGPT
task_Server2_test_0_139,2,req_1871513,GPT-4
task_Server2_test_0_139,3,req_2167824,GPT-4v
task_Server2_test_0_139,4,req_2783070,ChatGPT
task_Server2_test_0_140,0,req_4250609,GPT-4
task_Server2_test_0_140,1,req_2671721,GPT-4v
task_Server2_test_0_140,2,req_4030953,ChatGPT
task_Server2_test_0_140,3,req_3354392,GPT-4v
task_Server2_test_0_140,4,req_1691748,GPT-4v
task_Server2_test_0_141,0,req_4263146,ChatGPT
task_Server2_test_0_141,1,req_3112231,ChatGPT
task_Server2_test_0_141,2,req_2010862,ChatGPT
task_Server2_test_0_141,3,req_4972901,GPT-4
task_Server2_test_0_141,4,req_3825432,GPT-4v
task_Server2_test_0_142,0,req_2874436,ChatGPT
task_Server2_test_0_142,1,req_4107270,ChatGPT
task_Server2_test_0_142,2,req_5105476,GPT-4
task_Server2_test_0_142,3,req_2875140,GPT-4v
task_Server2_test_0_142,4,req_2130031,GPT-4v
task_Server2_test_0_143,0,req_3132853,ChatGPT
task_Server2_test_0_143,1,req_5204066,GPT-4
task_Server2_test_0_143,2,req_2845705,ChatGPT
task_Server2_test_0_143,3,req_2613361,ChatGPT
task_Server2_test_0_143,4,req_4172407,ChatGPT
task_Server2_test_0_144,0,req_3510339,ChatGPT
task_Server2_test_0_144,1,req_3177339,ChatGPT
task_Server2_test_0_144,2,req_1962397,GPT-4
task_Server2_test_0_144,3,req_3932771,GPT-4v
task_Server2_test_0_144,4,req_2532836,GPT-4v
task_Server2_test_0_145,0,req_4824712,ChatGPT
task_Server2_test_0_145,1,req_2637547,ChatGPT
task_Server2_test_0_145,2,req_1897131,GPT-4
task_Server2_test_0_145,3,req_4289822,GPT-4v
task_Server2_test_0_145,4,req_3708695,ChatGPT
task_Server2_test_0_146,0,req_2337148,ChatGPT
task_Server2_test_0_146,1,req_4050908,ChatGPT
task_Server2_test_0_146,2,req_2808597,GPT-4
task_Server2_test_0_146,3,req_2666764,ChatGPT
task_Server2_test_0_146,4,req_2082292,GPT-4v
task_Server2_test_0_147,0,req_3571081,GPT-4
task_Server2_test_0_147,1,req_4156079,ChatGPT
task_Server2_test_0_147,2,req_5102247,GPT-4v
task_Server2_test_0_147,3,req_3312534,GPT-4v
task_Server2_test_0_147,4,req_2723614,GPT-4v
task_Server2_test_0_148,0,req_2268243,ChatGPT
task_Server2_test_0_148,1,req_2254256,ChatGPT
task_Server2_test_0_148,2,req_4096427,ChatGPT
task_Server2_test_0_148,3,req_3363734,ChatGPT
task_Server2_test_0_148,4,req_2910746,GPT-4
task_Server2_test_0_149,0,req_4199686,ChatGPT
task_Server2_test_0_149,1,req_3422297,ChatGPT
task_Server2_test_0_149,2,req_1920959,GPT-4
task_Server2_test_0_149,3,req_4271600,ChatGPT
task_Server2_test_0_149,4,req_4148807,GPT-4v
task_Server2_test_0_150,0,req_3500757,GPT-4
task_Server2_test_0_150,1,req_4191450,ChatGPT
task_Server2_test_0_150,2,req_2806644,GPT-4v
task_Server2_test_0_150,3,req_2209662,GPT-4v
task_Server2_test_0_150,4,req_2570315,ChatGPT
task_Server2_test_0_151,0,req_3722255,ChatGPT
task_Server2_test_0_151,1,req_5119354,ChatGPT
task_Server2_test_0_151,2,req_4617619,ChatGPT
task_Server2_test_0_151,3,req_2117444,GPT-4
task_Server2_test_0_151,4,req_3656275,ChatGPT
task_Server2_test_0_152,0,req_1950047,ChatGPT
task_Server2_test_0_152,1,req_4405808,ChatGPT
task_Server2_test_0_152,2,req_5086914,GPT-4
task_Server2_test_0_152,3,req_2731070,ChatGPT
task_Server2_test_0_152,4,req_2329346,GPT-4v
task_Server2_test_0_153,0,req_3337567,GPT-4
task_Server2_test_0_153,1,req_4733408,ChatGPT
task_Server2_test_0_153,2,req_4158173,ChatGPT
task_Server2_test_0_153,3,req_3615059,ChatGPT
task_Server2_test_0_153,4,req_2174236,GPT-4v
task_Server2_test_0_154,0,req_4557980,ChatGPT
task_Server2_test_0_154,1,req_5023245,ChatGPT
task_Server2_test_0_154,2,req_4341958,GPT-4
task_Server2_test_0_154,3,req_2280637,ChatGPT
task_Server2_test_0_154,4,req_3171042,GPT-4v
task_Server2_test_0_155,0,req_2221103,ChatGPT
task_Server2_test_0_155,1,req_2797848,ChatGPT
task_Server2_test_0_155,2,req_1767752,ChatGPT
task_Server2_test_0_155,3,req_4379526,ChatGPT
task_Server2_test_0_155,4,req_4394811,GPT-4
task_Server2_test_0_156,0,req_1896229,ChatGPT
task_Server2_test_0_156,1,req_5079042,GPT-4
task_Server2_test_0_156,2,req_2922741,ChatGPT
task_Server2_test_0_156,3,req_2591618,ChatGPT
task_Server2_test_0_156,4,req_3777359,GPT-4v
task_Server2_test_0_157,0,req_4973662,GPT-4
task_Server2_test_0_157,1,req_5229631,ChatGPT
task_Server2_test_0_157,2,req_2150371,ChatGPT
task_Server2_test_0_157,3,req_1466464,GPT-4v
task_Server2_test_0_157,4,req_1772019,ChatGPT
task_Server2_test_0_158,0,req_4647820,ChatGPT
task_Server2_test_0_158,1,req_3913736,ChatGPT
task_Server2_test_0_158,2,req_4586951,ChatGPT
task_Server2_test_0_158,3,req_2158582,ChatGPT
task_Server2_test_0_158,4,req_2665232,GPT-4
task_Server2_test_0_159,0,req_3661454,ChatGPT
task_Server2_test_0_159,1,req_2735056,GPT-4
task_Server2_test_0_159,2,req_3637390,GPT-4v
task_Server2_test_0_159,3,req_5131449,GPT-4v
task_Server2_test_0_159,4,req_3351677,ChatGPT
task_Server2_test_0_160,0,req_2911207,ChatGPT
task_Server2_test_0_160,1,req_3458526,ChatGPT
task_Server2_test_0_160,2,req_2828120,ChatGPT
task_Server2_test_0_160,3,req_5155458,ChatGPT
task_Server2_test_0_160,4,req_2665237,GPT-4
task_Server2_test_0_161,0,req_5097986,ChatGPT
task_Server2_test_0_161,1,req_4231701,ChatGPT
task_Server2_test_0_161,2,req_4189606,GPT-4
task_Server2_test_0_161,3,req_4590780,ChatGPT
task_Server2_test_0_161,4,req_4793619,GPT-4v
task_Server2_test_0_162,0,req_4132186,GPT-4
task_Server2_test_0_162,1,req_2198427,ChatGPT
task_Server2_test_0_162,2,req_3606760,ChatGPT
task_Server2_test_0_162,3,req_2542652,ChatGPT
task_Server2_test_0_162,4,req_2294088,ChatGPT
task_Server2_test_0_163,0,req_4564570,ChatGPT
task_Server2_test_0_163,1,req_1935632,GPT-4
task_Server2_test_0_163,2,req_2155145,GPT-4v
task_Server2_test_0_163,3,req_2452849,GPT-4v
task_Server2_test_0_163,4,req_4563926,ChatGPT
task_Server2_test_0_164,0,req_1969163,GPT-4
task_Server2_test_0_164,1,req_3422517,GPT-4v
task_Server2_test_0_164,2,req_2616171,ChatGPT
task_Server2_test_0_164,3,req_3730887,ChatGPT
task_Server2_test_0_164,4,req_2702360,ChatGPT
task_Server2_test_0_165,0,req_5063292,ChatGPT
task_Server2_test_0_165,1,req_5254528,GPT-4
task_Server2_test_0_165,2,req_2393267,GPT-4v
task_Server2_test_0_165,3,req_5146258,GPT-4v
task_Server2_test_0_165,4,req_4021640,GPT-4v
task_Server2_test_0_166,0,req_3630149,ChatGPT
task_Server2_test_0_166,1,req_3098579,ChatGPT
task_Server2_test_0_166,2,req_1983818,ChatGPT
task_Server2_test_0_166,3,req_2146141,GPT-4
task_Server2_test_0_166,4,req_4899670,GPT-4v
task_Server2_test_0_167,0,req_1902669,GPT-4
task_Server2_test_0_167,1,req_2540107,GPT-4v
task_Server2_test_0_167,2,req_4122025,GPT-4v
task_Server2_test_0_167,3,req_1833666,GPT-4v
task_Server2_test_0_167,4,req_3461476,GPT-4v
task_Server2_test_0_168,0,req_3439816,GPT-4
task_Server2_test_0_168,1,req_2078072,GPT-4v
task_Server2_test_0_168,2,req_4431270,GPT-4v
task_Server2_test_0_168,3,req_2455271,ChatGPT
task_Server2_test_0_168,4,req_2958625,GPT-4v
task_Server2_test_0_169,0,req_2690874,GPT-4
task_Server2_test_0_169,1,req_2939588,GPT-4v
task_Server2_test_0_169,2,req_4448205,ChatGPT
task_Server2_test_0_169,3,req_1605349,GPT-4v
task_Server2_test_0_169,4,req_3829144,ChatGPT
task_Server2_test_0_170,0,req_4939990,ChatGPT
task_Server2_test_0_170,1,req_2412242,ChatGPT
task_Server2_test_0_170,2,req_2910106,ChatGPT
task_Server2_test_0_170,3,req_4256072,ChatGPT
task_Server2_test_0_170,4,req_2080157,GPT-4
task_Server2_test_0_171,0,req_1466465,ChatGPT
task_Server2_test_0_171,1,req_5166635,GPT-4
task_Server2_test_0_171,2,req_5081329,ChatGPT
task_Server2_test_0_171,3,req_2023461,ChatGPT
task_Server2_test_0_171,4,req_2393585,ChatGPT
task_Server2_test_0_172,0,req_3337165,ChatGPT
task_Server2_test_0_172,1,req_3086491,ChatGPT
task_Server2_test_0_172,2,req_3690582,ChatGPT
task_Server2_test_0_172,3,req_4672432,ChatGPT
task_Server2_test_0_172,4,req_2686588,GPT-4
task_Server2_test_0_173,0,req_4584156,ChatGPT
task_Server2_test_0_173,1,req_2553969,ChatGPT
task_Server2_test_0_173,2,req_2121872,GPT-4
task_Server2_test_0_173,3,req_4822423,GPT-4v
task_Server2_test_0_173,4,req_3396978,ChatGPT
task_Server2_test_0_174,0,req_4301101,GPT-4
task_Server2_test_0_174,1,req_5047803,GPT-4v
task_Server2_test_0_174,2,req_4808270,ChatGPT
task_Server2_test_0_174,3,req_4367761,GPT-4v
task_Server2_test_0_174,4,req_3308172,ChatGPT
task_Server2_test_0_175,0,req_1806731,ChatGPT
task_Server2_test_0_175,1,req_1705563,ChatGPT
task_Server2_test_0_175,2,req_5115254,ChatGPT
task_Server2_test_0_175,3,req_4837384,GPT-4
task_Server2_test_0_175,4,req_5098367,ChatGPT
task_Server2_test_0_176,0,req_2064790,ChatGPT
task_Server2_test_0_176,1,req_3262922,ChatGPT
task_Server2_test_0_176,2,req_1774904,ChatGPT
task_Server2_test_0_176,3,req_2181949,ChatGPT
task_Server2_test_0_176,4,req_4929347,GPT-4
task_Server2_test_0_177,0,req_4128970,ChatGPT
task_Server2_test_0_177,1,req_1738849,ChatGPT
task_Server2_test_0_177,2,req_1933101,GPT-4
task_Server2_test_0_177,3,req_1455650,ChatGPT
task_Server2_test_0_177,4,req_2753919,GPT-4v
task_Server2_test_0_178,0,req_4252005,ChatGPT
task_Server2_test_0_178,1,req_2109987,GPT-4
task_Server2_test_0_178,2,req_2849267,GPT-4v
task_Server2_test_0_178,3,req_4664831,ChatGPT
task_Server2_test_0_178,4,req_4566497,GPT-4v
task_Server2_test_0_179,0,req_3427212,ChatGPT
task_Server2_test_0_179,1,req_2098484,ChatGPT
task_Server2_test_0_179,2,req_5132536,ChatGPT
task_Server2_test_0_179,3,req_4434276,ChatGPT
task_Server2_test_0_179,4,req_3422148,GPT-4
task_Server2_test_0_180,0,req_3959627,ChatGPT
task_Server2_test_0_180,1,req_1927570,GPT-4
task_Server2_test_0_180,2,req_4552376,ChatGPT
task_Server2_test_0_180,3,req_1553839,ChatGPT
task_Server2_test_0_180,4,req_3817972,ChatGPT
task_Server2_test_0_181,0,req_2637894,ChatGPT
task_Server2_test_0_181,1,req_1969087,GPT-4
task_Server2_test_0_181,2,req_4115788,GPT-4v
task_Server2_test_0_181,3,req_5210492,ChatGPT
task_Server2_test_0_181,4,req_1723794,ChatGPT
task_Server2_test_0_182,0,req_2635310,ChatGPT
task_Server2_test_0_182,1,req_4955865,ChatGPT
task_Server2_test_0_182,2,req_4996142,ChatGPT
task_Server2_test_0_182,3,req_5221606,GPT-4
task_Server2_test_0_182,4,req_4010825,GPT-4v
task_Server2_test_0_183,0,req_3617016,ChatGPT
task_Server2_test_0_183,1,req_3610373,ChatGPT
task_Server2_test_0_183,2,req_2737668,GPT-4
task_Server2_test_0_183,3,req_3510022,GPT-4v
task_Server2_test_0_183,4,req_2486997,GPT-4v
task_Server2_test_0_184,0,req_2415008,ChatGPT
task_Server2_test_0_184,1,req_2491748,GPT-4
task_Server2_test_0_184,2,req_4371075,ChatGPT
task_Server2_test_0_184,3,req_3556599,GPT-4v
task_Server2_test_0_184,4,req_1876746,ChatGPT
task_Server2_test_0_185,0,req_3660941,ChatGPT
task_Server2_test_0_185,1,req_4273493,GPT-4
task_Server2_test_0_185,2,req_2260245,ChatGPT
task_Server2_test_0_185,3,req_2445980,ChatGPT
task_Server2_test_0_185,4,req_2593371,ChatGPT
task_Server2_test_0_186,0,req_1924124,GPT-4
task_Server2_test_0_186,1,req_4760503,ChatGPT
task_Server2_test_0_186,2,req_4534972,ChatGPT
task_Server2_test_0_186,3,req_5098088,ChatGPT
task_Server2_test_0_186,4,req_4825485,ChatGPT
task_Server2_test_0_187,0,req_2772263,ChatGPT
task_Server2_test_0_187,1,req_2690258,GPT-4
task_Server2_test_0_187,2,req_2751545,GPT-4v
task_Server2_test_0_187,3,req_4127498,GPT-4v
task_Server2_test_0_187,4,req_3230657,GPT-4v
task_Server2_test_0_188,0,req_1879190,ChatGPT
task_Server2_test_0_188,1,req_4632861,ChatGPT
task_Server2_test_0_188,2,req_3439872,GPT-4
task_Server2_test_0_188,3,req_2539369,GPT-4v
task_Server2_test_0_188,4,req_4294291,ChatGPT
task_Server2_test_0_189,0,req_2236718,ChatGPT
task_Server2_test_0_189,1,req_2665767,ChatGPT
task_Server2_test_0_189,2,req_2519687,ChatGPT
task_Server2_test_0_189,3,req_4036299,ChatGPT
task_Server2_test_0_189,4,req_1914097,GPT-4
task_Server2_test_0_190,0,req_1452134,ChatGPT
task_Server2_test_0_190,1,req_3018362,ChatGPT
task_Server2_test_0_190,2,req_4034908,ChatGPT
task_Server2_test_0_190,3,req_2073537,GPT-4
task_Server2_test_0_190,4,req_3275438,GPT-4v
task_Server2_test_0_191,0,req_4597265,ChatGPT
task_Server2_test_0_191,1,req_4012412,ChatGPT
task_Server2_test_0_191,2,req_3815220,ChatGPT
task_Server2_test_0_191,3,req_2748459,ChatGPT
task_Server2_test_0_191,4,req_5086985,GPT-4
task_Server2_test_0_192,0,req_2629212,ChatGPT
task_Server2_test_0_192,1,req_1481968,ChatGPT
task_Server2_test_0_192,2,req_5179571,ChatGPT
task_Server2_test_0_192,3,req_2676346,GPT-4
task_Server2_test_0_192,4,req_3293063,GPT-4v
task_Server2_test_0_193,0,req_1692612,ChatGPT
task_Server2_test_0_193,1,req_2312867,ChatGPT
task_Server2_test_0_193,2,req_2696721,ChatGPT
task_Server2_test_0_193,3,req_3713098,ChatGPT
task_Server2_test_0_193,4,req_5266615,GPT-4
task_Server2_test_0_194,0,req_3010360,ChatGPT
task_Server2_test_0_194,1,req_3118055,ChatGPT
task_Server2_test_0_194,2,req_2059876,GPT-4
task_Server2_test_0_194,3,req_4468285,ChatGPT
task_Server2_test_0_194,4,req_3269220,ChatGPT
task_Server2_test_0_195,0,req_3409715,ChatGPT
task_Server2_test_0_195,1,req_2348957,ChatGPT
task_Server2_test_0_195,2,req_4718223,ChatGPT
task_Server2_test_0_195,3,req_1601960,ChatGPT
task_Server2_test_0_195,4,req_1896918,GPT-4
task_Server2_test_0_196,0,req_2177750,ChatGPT
task_Server2_test_0_196,1,req_3692772,ChatGPT
task_Server2_test_0_196,2,req_2652580,ChatGPT
task_Server2_test_0_196,3,req_3186179,ChatGPT
task_Server2_test_0_196,4,req_5266927,GPT-4
task_Server2_test_0_197,0,req_3893275,ChatGPT
task_Server2_test_0_197,1,req_5270650,GPT-4
task_Server2_test_0_197,2,req_3195797,GPT-4v
task_Server2_test_0_197,3,req_4519999,ChatGPT
task_Server2_test_0_197,4,req_3128714,ChatGPT
task_Server2_test_0_198,0,req_2664330,GPT-4
task_Server2_test_0_198,1,req_1551171,GPT-4v
task_Server2_test_0_198,2,req_1596205,ChatGPT
task_Server2_test_0_198,3,req_5131098,ChatGPT
task_Server2_test_0_198,4,req_3105294,ChatGPT
task_Server2_test_0_199,0,req_1987589,ChatGPT
task_Server2_test_0_199,1,req_5090490,ChatGPT
task_Server2_test_0_199,2,req_2820932,ChatGPT
task_Server2_test_0_199,3,req_5266764,GPT-4
task_Server2_test_0_199,4,req_2099435,ChatGPT
task_Server2_test_1_0,0,req_2230215,ChatGPT
task_Server2_test_1_0,1,req_3338058,ChatGPT
